original,revised,aligned,id
And I 'd like to know about what kind of clothes to take and how much money to take too .,And I 'd like to know what kind of clothes to take and how much money to take too .,And I 'd like to know {about=>} what kind of clothes to take and how much money to take too .,fce_dev_228
"I know I 'm "" daughter of this techological world "" and unluckly I think I could 'n stay without it : it 's rather strange that today there 's already somebody without phone , dishwasher , TV ...","I know I 'm a "" daughter of this technological world "" and unluckily I think I could n't be without it . It 's rather strange that today there 's still somebody without a phone , dishwasher , or TV ...","I know I 'm {=>a} "" daughter of this {techological=>technological} world "" and {unluckly=>unluckily} I think I could {'n stay=>n't be} without it {: it=>. It} 's rather strange that today there 's {already=>still} somebody without {=>a} phone , dishwasher , {=>or} TV ...",fce_dev_697
"Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 , and a Green Party candidate in 1996 and 2000 .","Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 and a Green Party candidate in 1996 and 2000 .","Ralph Nader ( born February 27 , 1934 ) is a American attorney , author , lecturer , political activist , and candidate for President of the United States as an independent candidate in 2004 and 2008 {,=>} and a Green Party candidate in 1996 and 2000 .",wiki_test_718
"Bud must communicate by typing on a keypad , as he can not talk with his mouth and throat and larynx full of the breathing liquid .","Bud must communicate by typing on a keypad , as he can not talk with his mouth . His throat and larynx are full of breathing liquid .","Bud must communicate by typing on a keypad , as he can not talk with his mouth {and=>. His} throat and larynx {=>are} full of {the=>} breathing liquid .",wiki_test_759
The result is very different to the narrow and high undercarriage of F-15 Eagle .,The result is very different to the narrow and high undercarriage of the F-15 Eagle .,The result is very different to the narrow and high undercarriage of {=>the} F-15 Eagle .,wiki_dev_738
"Consejo Mundial de Lucha Libre 's ( CMLL ) November 23 , 2012 Super Viernes show will feature six matches wrestling matches in total .","On November 23, 2012, Consejo Mundial de Lucha Libre 's ( CMLL ) Super Viernes show will feature six wrestling matches in total .","{=>On November 23, 2012,} Consejo Mundial de Lucha Libre 's ( CMLL ) {November 23 , 2012=>} Super Viernes show will feature six {matches=>} wrestling matches in total .",wiki_dev_880
I am writing to answer about your invitation which I have receved as a first winner .,I am writing to answer about your invitation which I have received as a first winner .,I am writing to answer about your invitation which I have {receved=>received} as a first winner .,fce_dev_107
"It was only open Saturdays and Sundays from 8 : 00 A.M. to 5 : 00 P.M. Nearly 31,000 vehicles traversed the bridge , whose total cost was put at $ 21 million .","It was only open on Saturdays and Sundays from 8 : 00 A.M. to 5 : 00 P.M. Nearly 31,000 vehicles traversed the bridge , whose total cost was put at $ 21 million .","It was only open {=>on} Saturdays and Sundays from 8 : 00 A.M. to 5 : 00 P.M. Nearly 31,000 vehicles traversed the bridge , whose total cost was put at $ 21 million .",wiki_test_105
I enjoyed it very much and I think the idea of its creation is great .,I enjoyed it very much and think the idea of its creation was great .,I enjoyed it very much and {I=>} think the idea of its creation {is=>was} great .,fce_dev_236
"In the summer or 1927 there was 197 white inmates , three African American inmates , and one inmate of another race .","In the summer of 1927 , there were 197 white inmates , three African American inmates , and one inmate of another race .","In the summer {or=>of} 1927 {=>,} there {was=>were} 197 white inmates , three African American inmates , and one inmate of another race .",wiki_dev_745
"From there to the conference you have to take the bus number 50 , that stop near the hotel and arrive in town center .","From there to the conference you have to take the bus number 50 , stop near the hotel , and arrive in the town center .","From there to the conference you have to take the bus number 50 , {that=>} stop near the hotel {=>,} and arrive in {=>the} town center .",fce_dev_392
Some 963 three students were enrolled the first year .,Some 963 students were enrolled the first year .,Some 963 {three=>} students were enrolled the first year .,wiki_dev_713
His daiy job was at the Norwegian Museum of Technology .,His day job was at the Norwegian Museum of Technology .,His {daiy=>day} job was at the Norwegian Museum of Technology .,wiki_dev_758
"Singles from the album include , in order released , "" Somebody Told Me "" , "" Mr. Brightside "" , "" All Those Things That I Did "" , and "" Smell Like You Mean It "" .","Singles from the album include , in order released , "" Somebody Told Me ,"" "" Mr. Brightside ,"" "" All These Things That I've Done ,"" and "" Smell Like You Mean It .""","Singles from the album include , in order released , "" Somebody Told Me {"" ,=>,""} "" Mr. Brightside {"" ,=>,""} "" All {Those=>These} Things That {I Did "" ,=>I've Done ,""} and "" Smell Like You Mean It {"" .=>.""}",wiki_dev_786
